,month,location,HPI_NSA,HPI_SA,CPI,FMHPI_NSA,FMHPI_SA,federal_funds_rate,unemployment_rate,mortgage_rate_15,mortgage_rate_30,AWI,awi_annual_change
0,1991-01-01,East North Central,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
1,1991-01-01,East South Central,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
2,1991-01-01,Middle Atlantic,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
3,1991-01-01,Mountain,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
4,1991-01-01,New England,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
5,1991-01-01,Pacific,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
6,1991-01-01,South Atlantic,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
7,1991-01-01,USA,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
8,1991-01-01,West North Central,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
9,1991-01-01,West South Central,100.0,100.0,100.0,100.0,100.0,6.91,6.4,,9.6375,21811.6,0.0373
10,1991-02-01,East North Central,100.87,100.87,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
11,1991-02-01,East South Central,100.91,100.5,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
12,1991-02-01,Middle Atlantic,100.05,100.13,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
13,1991-02-01,Mountain,98.38,98.82,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
14,1991-02-01,New England,101.75,102.31,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
15,1991-02-01,Pacific,100.18,100.65,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
16,1991-02-01,South Atlantic,100.55,100.32,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
17,1991-02-01,USA,100.36,100.4,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
18,1991-02-01,West North Central,100.44,100.4,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
19,1991-02-01,West South Central,99.81,99.68,100.15,100.05,99.99,6.25,6.6,,9.365,21811.6,0.0373
20,1991-03-01,East North Central,101.32,100.89,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
21,1991-03-01,East South Central,100.84,100.43,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
22,1991-03-01,Middle Atlantic,100.06,99.77,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
23,1991-03-01,Mountain,100.36,100.73,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
24,1991-03-01,New England,101.5,101.26,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
25,1991-03-01,Pacific,99.96,100.14,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
26,1991-03-01,South Atlantic,100.93,100.54,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
27,1991-03-01,USA,100.67,100.46,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
28,1991-03-01,West North Central,100.41,100.07,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
29,1991-03-01,West South Central,100.58,100.53,100.3,100.21,99.87,6.12,6.8,,9.5,21811.6,0.0373
30,1991-04-01,East North Central,101.73,100.96,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
31,1991-04-01,East South Central,100.76,100.47,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
32,1991-04-01,Middle Atlantic,99.63,99.26,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
33,1991-04-01,Mountain,100.28,100.36,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
34,1991-04-01,New England,101.04,100.99,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
35,1991-04-01,Pacific,100.13,100.08,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
36,1991-04-01,South Atlantic,100.79,100.26,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
37,1991-04-01,USA,100.67,100.3,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
38,1991-04-01,West North Central,100.81,100.28,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
39,1991-04-01,West South Central,100.39,100.18,100.45,100.39,99.7,5.91,6.7,,9.4925,21811.6,0.0373
40,1991-05-01,East North Central,102.32,101.31,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
41,1991-05-01,East South Central,101.07,100.66,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
42,1991-05-01,Middle Atlantic,99.73,99.22,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
43,1991-05-01,Mountain,100.74,100.57,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
44,1991-05-01,New England,99.81,99.58,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
45,1991-05-01,Pacific,100.34,100.1,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
46,1991-05-01,South Atlantic,100.69,100.35,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
47,1991-05-01,USA,100.82,100.35,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
48,1991-05-01,West North Central,100.77,100.24,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
49,1991-05-01,West South Central,100.74,100.35,100.74,100.61,99.57,5.78,6.9,,9.472,21811.6,0.0373
50,1991-06-01,East North Central,102.81,101.47,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
51,1991-06-01,East South Central,101.95,101.44,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
52,1991-06-01,Middle Atlantic,99.83,98.91,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
53,1991-06-01,Mountain,102.09,101.5,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
54,1991-06-01,New England,99.19,98.43,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
55,1991-06-01,Pacific,100.45,99.93,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
56,1991-06-01,South Atlantic,101.26,100.45,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
57,1991-06-01,USA,101.35,100.48,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
58,1991-06-01,West North Central,101.47,100.47,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
59,1991-06-01,West South Central,101.97,101.03,101.04,100.83,99.49,5.9,6.9,,9.615,21811.6,0.0373
60,1991-07-01,East North Central,103.02,101.86,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
61,1991-07-01,East South Central,101.65,101.2,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
62,1991-07-01,Middle Atlantic,100.34,99.19,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
63,1991-07-01,Mountain,101.4,101.26,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
64,1991-07-01,New England,99.05,98.54,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
65,1991-07-01,Pacific,100.44,99.88,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
66,1991-07-01,South Atlantic,100.96,100.33,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
67,1991-07-01,USA,101.29,100.5,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
68,1991-07-01,West North Central,101.28,100.31,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
69,1991-07-01,West South Central,101.73,100.87,101.19,100.91,99.43,5.82,6.8,,9.575,21811.6,0.0373
70,1991-08-01,East North Central,103.14,102.01,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
71,1991-08-01,East South Central,101.56,100.74,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
72,1991-08-01,Middle Atlantic,99.83,98.83,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
73,1991-08-01,Mountain,101.74,101.18,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
74,1991-08-01,New England,98.33,97.74,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
75,1991-08-01,Pacific,100.79,100.04,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
76,1991-08-01,South Atlantic,100.76,99.88,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
77,1991-08-01,USA,101.24,100.33,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
78,1991-08-01,West North Central,101.66,100.57,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
79,1991-08-01,West South Central,101.48,100.57,101.49,100.82,99.43,5.66,6.9,8.77,9.244,21811.6,0.0373
80,1991-09-01,East North Central,102.84,101.97,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
81,1991-09-01,East South Central,101.83,101.12,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
82,1991-09-01,Middle Atlantic,100.36,99.41,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
83,1991-09-01,Mountain,101.9,101.62,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
84,1991-09-01,New England,99.94,98.93,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
85,1991-09-01,Pacific,100.3,99.55,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
86,1991-09-01,South Atlantic,100.61,99.93,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
87,1991-09-01,USA,101.34,100.59,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
88,1991-09-01,West North Central,101.58,100.79,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
89,1991-09-01,West South Central,102.14,101.58,101.93,100.81,99.68,5.45,6.9,8.67,9.0075,21811.6,0.0373
90,1991-10-01,East North Central,103.08,102.26,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
91,1991-10-01,East South Central,101.87,101.59,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
92,1991-10-01,Middle Atlantic,100.15,99.05,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
93,1991-10-01,Mountain,102.89,102.39,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
94,1991-10-01,New England,99.18,98.5,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
95,1991-10-01,Pacific,100.86,100.35,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
96,1991-10-01,South Atlantic,101.56,100.81,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
97,1991-10-01,USA,101.55,100.87,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
98,1991-10-01,West North Central,101.83,101.36,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
99,1991-10-01,West South Central,101.34,100.74,102.08,100.98,100.16,5.21,7.0,8.4825,8.855,21811.6,0.0373
100,1991-11-01,East North Central,103.98,103.29,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
101,1991-11-01,East South Central,102.67,102.11,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
102,1991-11-01,Middle Atlantic,101.04,100.12,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
103,1991-11-01,Mountain,104.01,103.75,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
104,1991-11-01,New England,98.06,96.95,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
105,1991-11-01,Pacific,100.84,100.61,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
106,1991-11-01,South Atlantic,101.91,101.05,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
107,1991-11-01,USA,101.99,101.35,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
108,1991-11-01,West North Central,101.73,101.32,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
109,1991-11-01,West South Central,101.81,101.21,102.38,101.14,100.66,4.81,7.0,8.325999999999999,8.712,21811.6,0.0373
110,1991-12-01,East North Central,103.74,103.34,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
111,1991-12-01,East South Central,103.21,103.07,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
112,1991-12-01,Middle Atlantic,100.81,100.45,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
113,1991-12-01,Mountain,103.78,103.66,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
114,1991-12-01,New England,99.02,98.57,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
115,1991-12-01,Pacific,101.0,100.76,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
116,1991-12-01,South Atlantic,101.95,101.54,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
117,1991-12-01,USA,102.15,101.83,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
118,1991-12-01,West North Central,102.71,102.3,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
119,1991-12-01,West South Central,102.14,101.98,102.45,101.27,101.07,4.43,7.3,8.07,8.497499999999999,21811.6,0.0373
120,1992-01-01,East North Central,103.86,103.87,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
121,1992-01-01,East South Central,103.2,103.22,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
122,1992-01-01,Middle Atlantic,100.77,100.8,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
123,1992-01-01,Mountain,104.31,104.38,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
124,1992-01-01,New England,99.66,99.66,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
125,1992-01-01,Pacific,101.0,101.0,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
126,1992-01-01,South Atlantic,101.71,101.7,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
127,1992-01-01,USA,102.18,102.2,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
128,1992-01-01,West North Central,102.31,102.32,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
129,1992-01-01,West South Central,102.43,102.45,102.6,101.5,101.45,4.03,7.3,8.006,8.431999999999999,22935.42,0.0515
130,1992-02-01,East North Central,104.38,104.37,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
131,1992-02-01,East South Central,104.39,104.0,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
132,1992-02-01,Middle Atlantic,101.8,101.93,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
133,1992-02-01,Mountain,105.14,105.65,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
134,1992-02-01,New England,99.74,100.34,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
135,1992-02-01,Pacific,101.03,101.52,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
136,1992-02-01,South Atlantic,102.66,102.43,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
137,1992-02-01,USA,102.88,102.94,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
138,1992-02-01,West North Central,102.89,102.84,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
139,1992-02-01,West South Central,103.52,103.39,102.97,101.81,101.72,4.06,7.4,8.3825,8.7625,22935.42,0.0515
140,1992-03-01,East North Central,105.52,105.1,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
141,1992-03-01,East South Central,104.15,103.73,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
142,1992-03-01,Middle Atlantic,101.54,101.28,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
143,1992-03-01,Mountain,105.52,105.91,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
144,1992-03-01,New England,99.58,99.38,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
145,1992-03-01,Pacific,100.67,100.86,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
146,1992-03-01,South Atlantic,102.54,102.16,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
147,1992-03-01,USA,102.99,102.78,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
148,1992-03-01,West North Central,103.89,103.5,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
149,1992-03-01,West South Central,102.84,102.81,103.49,102.03,101.68,3.98,7.4,8.5775,8.935,22935.42,0.0515
150,1992-04-01,East North Central,105.93,105.14,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
151,1992-04-01,East South Central,103.57,103.27,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
152,1992-04-01,Middle Atlantic,101.26,100.88,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
153,1992-04-01,Mountain,105.9,105.95,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
154,1992-04-01,New England,98.41,98.38,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
155,1992-04-01,Pacific,100.46,100.4,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
156,1992-04-01,South Atlantic,102.2,101.67,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
157,1992-04-01,USA,102.89,102.51,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
158,1992-04-01,West North Central,104.08,103.51,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
159,1992-04-01,West South Central,102.99,102.77,103.64,102.09,101.4,3.73,7.4,8.47,8.8525,22935.42,0.0515
160,1992-05-01,East North Central,106.5,105.45,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
161,1992-05-01,East South Central,104.4,103.99,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
162,1992-05-01,Middle Atlantic,100.91,100.36,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
163,1992-05-01,Mountain,106.48,106.26,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
164,1992-05-01,New England,97.53,97.27,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
165,1992-05-01,Pacific,100.5,100.25,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
166,1992-05-01,South Atlantic,102.19,101.85,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
167,1992-05-01,USA,103.05,102.54,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
168,1992-05-01,West North Central,104.4,103.82,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
169,1992-05-01,West South Central,103.17,102.72,103.79,102.1,101.06,3.82,7.6,8.294,8.672,22935.42,0.0515
170,1992-06-01,East North Central,106.94,105.54,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
171,1992-06-01,East South Central,104.54,103.97,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
172,1992-06-01,Middle Atlantic,101.3,100.32,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
173,1992-06-01,Mountain,107.49,106.86,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
174,1992-06-01,New England,97.01,96.18,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
175,1992-06-01,Pacific,100.28,99.74,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
176,1992-06-01,South Atlantic,102.42,101.6,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
177,1992-06-01,USA,103.38,102.47,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
178,1992-06-01,West North Central,105.09,104.03,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
179,1992-06-01,West South Central,104.0,103.06,104.16,102.19,100.87,3.76,7.8,8.0775,8.51,22935.42,0.0515
180,1992-07-01,East North Central,107.12,105.9,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
181,1992-07-01,East South Central,105.14,104.63,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
182,1992-07-01,Middle Atlantic,101.55,100.34,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
183,1992-07-01,Mountain,107.43,107.22,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
184,1992-07-01,New England,97.24,96.63,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
185,1992-07-01,Pacific,100.65,100.03,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
186,1992-07-01,South Atlantic,102.71,102.03,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
187,1992-07-01,USA,103.67,102.83,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
188,1992-07-01,West North Central,105.69,104.64,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
189,1992-07-01,West South Central,104.26,103.38,104.38,102.43,100.98,3.25,7.7,7.67,8.128,22935.42,0.0515
190,1992-08-01,East North Central,107.53,106.34,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
191,1992-08-01,East South Central,106.15,105.28,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
192,1992-08-01,Middle Atlantic,101.5,100.39,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
193,1992-08-01,Mountain,108.51,107.88,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
194,1992-08-01,New England,98.15,97.51,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
195,1992-08-01,Pacific,100.93,100.16,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
196,1992-08-01,South Atlantic,103.75,102.84,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
197,1992-08-01,USA,104.22,103.26,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
198,1992-08-01,West North Central,105.89,104.72,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
199,1992-08-01,West South Central,104.75,103.8,104.68,102.76,101.37,3.3,7.6,7.49,7.975,22935.42,0.0515
200,1992-09-01,East North Central,107.53,106.62,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
201,1992-09-01,East South Central,106.49,105.76,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
202,1992-09-01,Middle Atlantic,102.26,101.28,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
203,1992-09-01,Mountain,108.71,108.36,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
204,1992-09-01,New England,98.39,97.41,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
205,1992-09-01,Pacific,100.97,100.22,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
206,1992-09-01,South Atlantic,103.98,103.26,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
207,1992-09-01,USA,104.44,103.66,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
208,1992-09-01,West North Central,106.18,105.32,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
209,1992-09-01,West South Central,104.83,104.25,104.98,102.99,101.84,3.22,7.6,7.405,7.922499999999999,22935.42,0.0515
210,1992-10-01,East North Central,108.16,107.28,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
211,1992-10-01,East South Central,106.8,106.48,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
212,1992-10-01,Middle Atlantic,102.57,101.47,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
213,1992-10-01,Mountain,110.02,109.5,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
214,1992-10-01,New England,98.48,97.82,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
215,1992-10-01,Pacific,100.07,99.57,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
216,1992-10-01,South Atlantic,104.19,103.44,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
217,1992-10-01,USA,104.67,103.97,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
218,1992-10-01,West North Central,106.06,105.54,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
219,1992-10-01,West South Central,105.53,104.93,105.35,103.1,102.26,3.1,7.3,7.545999999999999,8.088,22935.42,0.0515
220,1992-11-01,East North Central,108.41,107.71,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
221,1992-11-01,East South Central,106.75,106.17,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
222,1992-11-01,Middle Atlantic,103.1,102.21,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
223,1992-11-01,Mountain,110.31,110.06,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
224,1992-11-01,New England,99.36,98.3,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
225,1992-11-01,Pacific,99.85,99.64,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
226,1992-11-01,South Atlantic,104.13,103.27,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
227,1992-11-01,USA,104.88,104.24,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
228,1992-11-01,West North Central,106.38,105.92,105.5,103.11,102.57,3.09,7.4,7.795,8.305,22935.42,0.0515
