,month,location,HPI_NSA,HPI_SA,CPI,FMHPI_NSA,FMHPI_SA,federal_funds_rate,unemployment_rate,mortgage_rate_15,mortgage_rate_30,AWI,awi_annual_change
1772,2005-10-01,Middle Atlantic,211.44,209.51,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1773,2005-10-01,Mountain,268.95,268.17,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1774,2005-10-01,New England,233.5,231.48,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1775,2005-10-01,Pacific,273.89,273.04,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1776,2005-10-01,South Atlantic,227.57,225.82,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1777,2005-10-01,USA,216.67,215.13,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1778,2005-10-01,West North Central,207.93,206.11,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1779,2005-10-01,West South Central,179.43,178.27,147.99,228.27,226.11,3.78,5.0,5.625,6.065,36952.94,0.0366
1780,2005-11-01,East North Central,192.05,191.46,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1781,2005-11-01,East South Central,184.84,184.3,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1782,2005-11-01,Middle Atlantic,212.54,211.22,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1783,2005-11-01,Mountain,270.54,270.89,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1784,2005-11-01,New England,233.17,232.55,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1785,2005-11-01,Pacific,274.27,274.25,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1786,2005-11-01,South Atlantic,229.79,228.84,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1787,2005-11-01,USA,217.24,216.58,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1788,2005-11-01,West North Central,207.74,207.03,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1789,2005-11-01,West South Central,179.52,179.15,146.81,228.62,227.57,4.0,5.0,5.8625,6.33,36952.94,0.0366
1790,2005-12-01,East North Central,190.98,191.41,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1791,2005-12-01,East South Central,186.04,185.96,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1792,2005-12-01,Middle Atlantic,212.04,211.79,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1793,2005-12-01,Mountain,271.94,273.27,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1794,2005-12-01,New England,229.55,230.28,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1795,2005-12-01,Pacific,276.56,277.88,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1796,2005-12-01,South Atlantic,230.92,230.8,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1797,2005-12-01,USA,217.58,217.84,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1798,2005-12-01,West North Central,207.56,208.03,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1799,2005-12-01,West South Central,180.53,180.51,146.21,228.58,228.79,4.16,4.9,5.816,6.272,36952.94,0.0366
1800,2006-01-01,East North Central,190.55,191.91,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1801,2006-01-01,East South Central,187.09,187.54,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1802,2006-01-01,Middle Atlantic,213.75,213.36,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1803,2006-01-01,Mountain,273.2,275.61,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1804,2006-01-01,New England,229.84,231.51,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1805,2006-01-01,Pacific,275.32,278.26,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1806,2006-01-01,South Atlantic,232.3,233.08,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1807,2006-01-01,USA,218.03,219.14,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1808,2006-01-01,West North Central,207.63,209.11,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1809,2006-01-01,West South Central,180.9,181.66,147.33,228.79,229.87,4.29,4.7,5.71,6.145,38651.41,0.046
1810,2006-02-01,East North Central,190.99,191.91,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1811,2006-02-01,East South Central,187.21,187.69,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1812,2006-02-01,Middle Atlantic,212.41,213.09,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1813,2006-02-01,Mountain,276.66,278.27,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1814,2006-02-01,New England,230.09,232.17,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1815,2006-02-01,Pacific,279.76,280.45,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1816,2006-02-01,South Atlantic,232.52,232.66,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1817,2006-02-01,USA,218.95,219.62,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1818,2006-02-01,West North Central,208.45,209.17,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1819,2006-02-01,West South Central,182.01,182.66,147.62,229.84,230.85,4.49,4.8,5.859999999999999,6.2525,38651.41,0.046
1820,2006-03-01,East North Central,192.12,192.03,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1821,2006-03-01,East South Central,188.91,188.96,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1822,2006-03-01,Middle Atlantic,214.5,214.55,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1823,2006-03-01,Mountain,279.7,280.15,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1824,2006-03-01,New England,232.64,231.85,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1825,2006-03-01,Pacific,279.63,280.63,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1826,2006-03-01,South Atlantic,235.44,234.41,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1827,2006-03-01,USA,220.72,220.47,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1828,2006-03-01,West North Central,209.82,209.53,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1829,2006-03-01,West South Central,183.8,183.36,148.44,231.62,231.61,4.59,4.7,5.968,6.324,38651.41,0.046
1830,2006-04-01,East North Central,194.29,192.93,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1831,2006-04-01,East South Central,190.71,189.65,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1832,2006-04-01,Middle Atlantic,215.66,215.44,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1833,2006-04-01,Mountain,281.09,280.06,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1834,2006-04-01,New England,232.49,230.67,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1835,2006-04-01,Pacific,281.38,280.86,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1836,2006-04-01,South Atlantic,236.84,234.96,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1837,2006-04-01,USA,222.11,220.87,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1838,2006-04-01,West North Central,210.91,209.6,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1839,2006-04-01,West South Central,184.29,183.29,149.7,233.6,232.13,4.79,4.7,6.154999999999999,6.5075,38651.41,0.046
1840,2006-05-01,East North Central,195.61,192.44,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1841,2006-05-01,East South Central,192.59,190.81,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1842,2006-05-01,Middle Atlantic,217.14,215.18,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1843,2006-05-01,Mountain,284.96,282.7,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1844,2006-05-01,New England,233.75,230.98,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1845,2006-05-01,Pacific,283.13,281.05,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1846,2006-05-01,South Atlantic,237.89,235.44,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1847,2006-05-01,USA,223.9,221.44,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1848,2006-05-01,West North Central,212.68,210.01,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1849,2006-05-01,West South Central,187.16,185.31,150.45,235.35,232.42,4.94,4.6,6.205,6.5975,38651.41,0.046
1850,2006-06-01,East North Central,195.48,191.84,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1851,2006-06-01,East South Central,193.77,191.31,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1852,2006-06-01,Middle Atlantic,218.76,215.46,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1853,2006-06-01,Mountain,286.19,282.8,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1854,2006-06-01,New England,234.05,230.28,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1855,2006-06-01,Pacific,283.29,280.15,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1856,2006-06-01,South Atlantic,238.94,235.72,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1857,2006-06-01,USA,224.65,221.37,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1858,2006-06-01,West North Central,213.64,210.12,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1859,2006-06-01,West South Central,188.04,185.66,150.74,236.48,232.42,4.99,4.6,6.306,6.6819999999999995,38651.41,0.046
1860,2006-07-01,East North Central,195.5,192.01,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1861,2006-07-01,East South Central,194.1,191.92,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1862,2006-07-01,Middle Atlantic,217.45,214.36,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1863,2006-07-01,Mountain,285.98,283.01,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1864,2006-07-01,New England,232.89,229.34,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1865,2006-07-01,Pacific,282.25,278.41,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1866,2006-07-01,South Atlantic,238.53,235.72,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1867,2006-07-01,USA,224.42,221.26,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1868,2006-07-01,West North Central,214.63,210.83,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1869,2006-07-01,West South Central,188.37,186.26,151.19,236.71,232.24,5.24,4.7,6.390000000000001,6.7625,38651.41,0.046
1870,2006-08-01,East North Central,194.92,191.53,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1871,2006-08-01,East South Central,194.53,192.67,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1872,2006-08-01,Middle Atlantic,219.24,215.56,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1873,2006-08-01,Mountain,287.1,284.12,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1874,2006-08-01,New England,231.53,228.51,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1875,2006-08-01,Pacific,281.14,278.47,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1876,2006-08-01,South Atlantic,239.87,237.02,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1877,2006-08-01,USA,224.83,221.82,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1878,2006-08-01,West North Central,214.36,211.17,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1879,2006-08-01,West South Central,189.71,187.43,151.49,235.98,231.9,5.25,4.7,6.1979999999999995,6.523999999999999,38651.41,0.046
1880,2006-09-01,East North Central,194.05,191.63,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1881,2006-09-01,East South Central,194.54,192.96,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1882,2006-09-01,Middle Atlantic,217.43,215.22,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1883,2006-09-01,Mountain,286.0,284.26,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1884,2006-09-01,New England,229.99,227.34,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1885,2006-09-01,Pacific,280.08,277.35,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1886,2006-09-01,South Atlantic,239.58,237.21,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1887,2006-09-01,USA,224.08,221.79,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1888,2006-09-01,West North Central,213.49,210.81,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1889,2006-09-01,West South Central,189.67,188.28,150.74,234.73,231.52,5.25,4.5,6.077500000000001,6.4025,38651.41,0.046
1890,2006-10-01,East North Central,192.82,191.18,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1891,2006-10-01,East South Central,194.47,193.68,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1892,2006-10-01,Middle Atlantic,217.7,215.66,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1893,2006-10-01,Mountain,288.53,287.77,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1894,2006-10-01,New England,228.72,226.88,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1895,2006-10-01,Pacific,276.19,275.18,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1896,2006-10-01,South Atlantic,240.2,238.37,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1897,2006-10-01,USA,223.67,222.05,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1898,2006-10-01,West North Central,212.98,210.86,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1899,2006-10-01,West South Central,190.27,188.93,149.93,233.59,231.38,5.25,4.4,6.05,6.3575,38651.41,0.046
1900,2006-11-01,East North Central,191.12,190.52,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1901,2006-11-01,East South Central,195.23,194.5,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1902,2006-11-01,Middle Atlantic,216.89,215.64,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1903,2006-11-01,Mountain,288.49,288.91,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1904,2006-11-01,New England,227.92,227.38,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1905,2006-11-01,Pacific,276.03,276.07,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1906,2006-11-01,South Atlantic,240.57,239.68,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1907,2006-11-01,USA,223.38,222.72,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1908,2006-11-01,West North Central,212.6,211.91,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1909,2006-11-01,West South Central,191.0,190.6,149.7,232.36,231.35,5.25,4.5,5.956,6.24,38651.41,0.046
1910,2006-12-01,East North Central,190.69,191.34,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1911,2006-12-01,East South Central,196.14,196.24,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1912,2006-12-01,Middle Atlantic,215.15,214.9,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1913,2006-12-01,Mountain,287.66,289.44,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1914,2006-12-01,New England,225.58,226.07,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1915,2006-12-01,Pacific,273.81,275.34,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1916,2006-12-01,South Atlantic,239.49,239.53,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1917,2006-12-01,USA,222.32,222.74,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1918,2006-12-01,West North Central,210.05,210.65,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1919,2006-12-01,West South Central,190.68,190.9,149.93,231.07,231.43,5.24,4.4,5.88,6.135,38651.41,0.046
1920,2007-01-01,East North Central,190.64,192.24,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1921,2007-01-01,East South Central,194.98,195.7,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1922,2007-01-01,Middle Atlantic,215.94,215.59,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1923,2007-01-01,Mountain,286.87,289.61,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1924,2007-01-01,New England,225.53,227.17,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1925,2007-01-01,Pacific,274.16,277.27,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1926,2007-01-01,South Atlantic,238.2,239.28,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1927,2007-01-01,USA,222.23,223.56,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1928,2007-01-01,West North Central,210.53,212.41,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1929,2007-01-01,West South Central,191.62,192.52,150.38,230.63,231.89,5.25,4.6,5.965,6.2175,40405.48,0.0454
1930,2007-02-01,East North Central,190.37,191.48,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1931,2007-02-01,East South Central,196.92,197.62,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1932,2007-02-01,Middle Atlantic,215.36,216.04,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1933,2007-02-01,Mountain,287.44,288.81,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1934,2007-02-01,New England,224.2,226.16,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1935,2007-02-01,Pacific,273.35,273.89,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1936,2007-02-01,South Atlantic,240.56,240.9,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1937,2007-02-01,USA,222.89,223.65,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1938,2007-02-01,West North Central,212.87,213.74,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1939,2007-02-01,West South Central,192.43,193.23,151.19,231.42,232.56,5.26,4.5,6.02,6.285,40405.48,0.0454
1940,2007-03-01,East North Central,191.39,191.51,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1941,2007-03-01,East South Central,198.11,198.36,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1942,2007-03-01,Middle Atlantic,217.29,217.22,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1943,2007-03-01,Mountain,290.11,290.93,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1944,2007-03-01,New England,228.25,227.24,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1945,2007-03-01,Pacific,277.06,278.24,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1946,2007-03-01,South Atlantic,241.3,240.25,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1947,2007-03-01,USA,224.6,224.47,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1948,2007-03-01,West North Central,213.82,213.81,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1949,2007-03-01,West South Central,194.06,193.76,152.56,232.83,232.89,5.26,4.4,5.884,6.156000000000001,40405.48,0.0454
1950,2007-04-01,East North Central,191.96,190.72,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1951,2007-04-01,East South Central,200.32,199.3,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1952,2007-04-01,Middle Atlantic,219.85,219.63,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1953,2007-04-01,Mountain,292.22,291.17,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1954,2007-04-01,New England,229.05,227.13,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1955,2007-04-01,Pacific,276.91,276.49,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1956,2007-04-01,South Atlantic,242.83,240.65,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1957,2007-04-01,USA,225.81,224.52,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1958,2007-04-01,West North Central,214.61,213.07,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1959,2007-04-01,West South Central,195.25,194.17,153.56,233.95,232.48,5.25,4.5,5.8825,6.18,40405.48,0.0454
1960,2007-05-01,East North Central,193.18,189.77,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1961,2007-05-01,East South Central,200.83,198.72,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1962,2007-05-01,Middle Atlantic,219.8,217.58,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1963,2007-05-01,Mountain,291.9,289.22,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1964,2007-05-01,New England,230.06,227.3,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1965,2007-05-01,Pacific,274.46,272.55,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1966,2007-05-01,South Atlantic,242.22,239.55,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1967,2007-05-01,USA,226.04,223.39,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1968,2007-05-01,West North Central,215.91,213.06,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1969,2007-05-01,West South Central,196.66,194.68,154.49,234.48,231.5,5.25,4.4,5.968,6.2620000000000005,40405.48,0.0454
1970,2007-06-01,East North Central,193.35,189.48,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1971,2007-06-01,East South Central,201.79,199.0,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1972,2007-06-01,Middle Atlantic,220.78,217.43,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1973,2007-06-01,Mountain,293.46,289.72,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1974,2007-06-01,New England,228.69,224.87,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1975,2007-06-01,Pacific,272.4,269.25,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1976,2007-06-01,South Atlantic,241.62,238.12,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1977,2007-06-01,USA,226.05,222.54,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1978,2007-06-01,West North Central,216.28,212.36,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1979,2007-06-01,West South Central,197.24,194.51,154.79,234.46,230.3,5.25,4.6,6.34,6.657500000000001,40405.48,0.0454
1980,2007-07-01,East North Central,191.78,188.16,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1981,2007-07-01,East South Central,200.98,198.59,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1982,2007-07-01,Middle Atlantic,219.87,216.66,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1983,2007-07-01,Mountain,291.94,288.65,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1984,2007-07-01,New England,227.56,224.24,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1985,2007-07-01,Pacific,270.31,266.44,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1986,2007-07-01,South Atlantic,238.61,235.55,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1987,2007-07-01,USA,224.75,221.42,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1988,2007-07-01,West North Central,216.44,212.51,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1989,2007-07-01,West South Central,197.93,195.43,154.75,233.52,228.98,5.26,4.7,6.359999999999999,6.695,40405.48,0.0454
1990,2007-08-01,East North Central,191.13,187.57,154.47,231.68,227.56,5.02,4.6,6.234,6.572,40405.48,0.0454
1991,2007-08-01,East South Central,200.04,198.05,154.47,231.68,227.56,5.02,4.6,6.234,6.572,40405.48,0.0454
