,month,HPI_NSA,HPI_SA,CPI,FMHPI_NSA,FMHPI_SA,federal_funds_rate,unemployment_rate,mortgage_rate_15,mortgage_rate_30,AWI,awi_annual_change
272,2013-09-01,200.61,198.13,173.96,201.12,198.44,0.08,7.2,3.5225,4.49,44888.16,0.0128
273,2013-10-01,200.07,198.7,173.51,200.97,199.28,0.09,7.2,3.274,4.192,44888.16,0.0128
274,2013-11-01,199.4,198.74,173.16,200.65,200.07,0.08,6.9,3.2975,4.255,44888.16,0.0128
275,2013-12-01,199.22,199.95,173.14,200.26,200.9,0.09,6.7,3.4825,4.4575,44888.16,0.0128
276,2014-01-01,198.79,200.89,173.79,200.23,201.7,0.07,6.6,3.4799999999999995,4.432,46481.52,0.0355
277,2014-02-01,199.78,201.6,174.43,201.29,202.52,0.07,6.7,3.35,4.3025,46481.52,0.0355
278,2014-03-01,202.17,202.13,175.55,203.45,203.42,0.08,6.7,3.36,4.3425,46481.52,0.0355
279,2014-04-01,204.39,202.8,176.13,205.94,204.31,0.09,6.2,3.3925,4.3375,46481.52,0.0355
280,2014-05-01,206.75,203.17,176.75,208.23,205.12,0.09,6.3,3.29,4.192,46481.52,0.0355
281,2014-06-01,209.15,204.23,177.08,210.06,205.93,0.1,6.1,3.265,4.1625,46481.52,0.0355
282,2014-07-01,209.85,205.01,177.01,211.05,206.73,0.09,6.2,3.2359999999999998,4.13,46481.52,0.0355
283,2014-08-01,209.46,205.83,176.71,211.08,207.38,0.09,6.1,3.2475,4.115,46481.52,0.0355
284,2014-09-01,208.55,206.05,176.84,210.72,208.02,0.09,5.9,3.3075,4.1625,46481.52,0.0355
285,2014-10-01,208.44,207.14,176.4,210.54,208.87,0.09,5.7,3.21,4.036,46481.52,0.0355
286,2014-11-01,208.72,208.2,175.45,210.38,209.83,0.09,5.8,3.1875,3.9975,46481.52,0.0355
287,2014-12-01,208.63,209.42,174.45,210.08,210.76,0.12,5.6,3.128,3.864,46481.52,0.0355
288,2015-01-01,207.77,209.83,173.63,210.1,211.57,0.11,5.7,2.985,3.67,48098.63,0.0348
289,2015-02-01,209.65,211.3,174.38,211.28,212.43,0.11,5.5,3.0075,3.71,48098.63,0.0348
290,2015-03-01,212.35,211.95,175.42,213.66,213.48,0.11,5.4,3.04,3.77,48098.63,0.0348
291,2015-04-01,214.7,212.81,175.78,216.39,214.56,0.12,5.4,2.942,3.6719999999999997,48098.63,0.0348
292,2015-05-01,217.83,213.96,176.68,219.07,215.74,0.12,5.6,3.0625,3.84,48098.63,0.0348
293,2015-06-01,219.94,214.85,177.29,221.28,216.95,0.13,5.3,3.1925,3.9825,48098.63,0.0348
294,2015-07-01,220.72,215.78,177.31,222.55,218.09,0.13,5.2,3.214,4.046,48098.63,0.0348
295,2015-08-01,220.05,216.31,177.05,222.91,219.12,0.14,5.1,3.1275,3.9050000000000002,48098.63,0.0348
296,2015-09-01,219.83,217.34,176.78,222.8,220.05,0.14,5.0,3.0949999999999998,3.89,48098.63,0.0348
297,2015-10-01,219.82,218.55,176.7,222.68,221.02,0.12,5.0,3.0100000000000002,3.7960000000000003,48098.63,0.0348
298,2015-11-01,220.05,219.56,176.33,222.59,222.09,0.12,5.1,3.1625,3.9425,48098.63,0.0348
299,2015-12-01,219.76,220.57,175.72,222.34,223.07,0.24,5.0,3.2060000000000004,3.964,48098.63,0.0348
300,2016-01-01,219.66,221.67,176.01,222.41,223.88,0.34,4.8,3.155,3.8725,48642.15,0.0113
301,2016-02-01,220.33,221.74,176.16,223.7,224.76,0.38,4.9,2.96,3.66,48642.15,0.0113
302,2016-03-01,224.07,223.34,176.92,226.14,225.78,0.36,5.0,2.966,3.694,48642.15,0.0113
303,2016-04-01,226.66,224.48,177.76,228.98,226.91,0.37,5.1,2.87,3.605,48642.15,0.0113
304,2016-05-01,229.61,225.49,178.48,231.75,228.18,0.37,4.8,2.8425000000000002,3.6,48642.15,0.0113
305,2016-06-01,231.89,226.72,179.06,233.92,229.39,0.38,4.9,2.842,3.568,48642.15,0.0113
306,2016-07-01,232.83,227.86,178.77,235.06,230.47,0.39,4.8,2.7475,3.44,48642.15,0.0113
307,2016-08-01,232.77,228.95,178.94,235.43,231.56,0.4,4.9,2.745,3.435,48642.15,0.0113
308,2016-09-01,232.79,230.28,179.37,235.44,232.66,0.4,5.0,2.756,3.46,48642.15,0.0113
309,2016-10-01,232.76,231.46,179.59,235.39,233.74,0.4,4.9,2.7625,3.47,48642.15,0.0113
310,2016-11-01,232.89,232.39,179.31,235.36,234.93,0.41,4.7,3.0275,3.77,48642.15,0.0113
311,2016-12-01,232.98,233.82,179.37,235.5,236.29,0.54,4.7,3.428,4.198,48642.15,0.0113
312,2017-01-01,232.19,234.1,180.42,236.18,237.63,0.65,4.7,3.3875,4.15,50321.89,0.0345
313,2017-02-01,234.2,235.31,180.98,237.83,238.78,0.66,4.6,3.38,4.1675,50321.89,0.0345
314,2017-03-01,237.8,236.74,181.13,240.59,240.01,0.79,4.4,3.414,4.196,50321.89,0.0345
315,2017-04-01,241.03,238.53,181.67,243.84,241.49,0.9,4.4,3.3,4.045,50321.89,0.0345
316,2017-05-01,244.02,239.66,181.82,246.7,242.84,0.91,4.4,3.255,4.01,50321.89,0.0345
317,2017-06-01,245.77,240.59,181.99,248.73,243.98,1.04,4.3,3.1740000000000004,3.904,50321.89,0.0345
318,2017-07-01,246.78,241.81,181.86,250.01,245.25,1.15,4.3,3.2350000000000003,3.9675000000000002,50321.89,0.0345
319,2017-08-01,247.33,243.39,182.41,250.57,246.6,1.16,4.4,3.16,3.88,50321.89,0.0345
320,2017-09-01,247.16,244.51,183.37,250.69,247.87,1.15,4.3,3.105,3.8049999999999997,50321.89,0.0345
321,2017-10-01,246.91,245.49,183.26,250.75,249.11,1.15,4.2,3.2,3.895,50321.89,0.0345
322,2017-11-01,247.68,247.11,183.26,250.89,250.52,1.16,4.2,3.2880000000000003,3.9219999999999997,50321.89,0.0345
323,2017-12-01,247.37,248.26,183.15,251.25,252.12,1.3,4.1,3.385,3.95,50321.89,0.0345
324,2018-01-01,248.24,250.13,184.15,252.28,253.75,1.41,4.0,3.4825,4.032500000000001,52145.8,0.0362
325,2018-02-01,250.92,251.77,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
326,2018-03-01,254.0,252.65,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
327,2018-04-01,256.17,253.34,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
328,2018-05-01,259.14,254.51,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
329,2018-06-01,260.89,255.6,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
330,2018-07-01,261.67,256.62,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
331,2018-08-01,261.97,257.89,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
332,2018-09-01,261.16,258.34,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
333,2018-10-01,260.78,259.22,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
334,2018-11-01,261.31,260.77,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
335,2018-12-01,260.52,261.55,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
336,2019-01-01,261.12,263.03,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
337,2019-02-01,263.07,263.69,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
338,2019-03-01,266.17,264.59,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
339,2019-04-01,269.07,265.85,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
340,2019-05-01,271.95,267.01,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
341,2019-06-01,273.45,267.98,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
342,2019-07-01,274.23,269.05,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
343,2019-08-01,274.27,270.13,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
344,2019-09-01,274.62,271.67,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
345,2019-10-01,274.8,273.12,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
346,2019-11-01,275.19,274.75,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
347,2019-12-01,275.78,277.05,190.92,275.36,276.38,1.55,3.6,3.1775,3.72,54099.99,0.0375
348,2020-01-01,276.68,278.76,191.66,276.61,278.11,1.55,3.6,3.072,3.624,55628.6,0.0283
349,2020-02-01,280.11,280.64,192.18,279.04,279.61,1.58,3.5,2.97,3.4650000000000003,55628.6,0.0283
350,2020-03-01,282.94,281.17,191.76,281.86,280.49,0.65,4.4,2.885,3.45,55628.6,0.0283
351,2020-04-01,285.23,281.51,190.48,283.64,280.37,0.05,14.8,2.804,3.306,55628.6,0.0283
352,2020-05-01,285.9,280.47,190.49,285.06,280.42,0.05,13.2,2.6925,3.2325,55628.6,0.0283
353,2020-06-01,289.47,283.54,191.53,287.94,282.53,0.08,11.0,2.6025,3.1625,55628.6,0.0283
354,2020-07-01,293.14,287.58,192.5,291.85,286.6,0.09,10.2,2.52,3.016,55628.6,0.0283
355,2020-08-01,296.95,292.62,193.1,295.57,291.35,0.1,8.4,2.475,2.935,55628.6,0.0283
356,2020-09-01,300.51,297.31,193.37,298.88,296.0,0.09,7.8,2.385,2.89,55628.6,0.0283
357,2020-10-01,303.75,301.91,193.45,301.95,300.4,0.09,6.9,2.346,2.834,55628.6,0.0283
358,2020-11-01,305.82,305.53,193.34,304.43,304.35,0.09,6.7,2.3049999999999997,2.765,55628.6,0.0283
359,2020-12-01,307.87,309.58,193.52,306.45,307.75,0.09,6.7,2.218,2.684,55628.6,0.0283
360,2021-01-01,310.8,313.28,194.34,309.28,311.01,0.09,6.4,2.2,2.735,60575.07,0.0889
361,2021-02-01,315.48,315.99,195.4,314.05,314.58,0.08,6.2,2.2375,2.81,60575.07,0.0889
362,2021-03-01,322.72,320.6,196.79,320.58,318.8,0.07,6.1,2.3925,3.0825,60575.07,0.0889
363,2021-04-01,330.08,325.37,198.41,328.02,323.95,0.07,6.1,2.364,3.06,60575.07,0.0889
364,2021-05-01,337.51,330.77,200.0,335.89,330.08,0.06,5.8,2.28,2.9625,60575.07,0.0889
365,2021-06-01,344.04,336.76,201.85,342.95,336.29,0.08,5.9,2.27,2.975,60575.07,0.0889
366,2021-07-01,348.48,341.85,202.83,347.74,341.49,0.1,5.4,2.18,2.868,60575.07,0.0889
367,2021-08-01,350.86,345.94,203.24,350.24,345.39,0.09,5.1,2.145,2.8425000000000002,60575.07,0.0889
368,2021-09-01,353.2,349.48,203.8,351.87,348.7,0.08,4.7,2.184,2.9,60575.07,0.0889
369,2021-10-01,356.02,353.92,205.49,354.05,352.5,0.08,4.5,2.3075,3.0675,60575.07,0.0889
370,2021-11-01,358.94,358.85,206.5,356.8,356.99,0.08,4.1,2.3575,3.0675,60575.07,0.0889
371,2021-12-01,361.62,363.89,207.13,360.09,361.85,0.08,3.9,2.348,3.098,60575.07,0.0889
372,2022-01-01,366.15,369.29,208.88,364.79,366.93,0.08,4.0,2.66,3.4450000000000003,63795.13,0.0532
373,2022-02-01,373.89,374.48,210.78,371.48,372.02,0.08,3.9,2.9975,3.7625,63795.13,0.0532
374,2022-03-01,381.67,379.09,213.6,379.63,377.28,0.2,3.7,3.3899999999999997,4.172,63795.13,0.0532
375,2022-04-01,389.73,383.76,214.79,387.41,382.23,0.33,3.7,4.215,4.9825,63795.13,0.0532
376,2022-05-01,395.55,387.29,217.16,392.67,385.51,0.77,3.6,4.435,5.2299999999999995,63795.13,0.0532
377,2022-06-01,396.9,388.18,220.14,393.82,385.97,1.21,3.6,4.651999999999999,5.522,63795.13,0.0532
378,2022-07-01,393.93,386.36,220.12,391.07,384.07,1.68,3.5,4.6125,5.4125,63795.13,0.0532
379,2022-08-01,390.15,384.78,220.04,387.28,382.09,2.33,3.6,4.5625,5.2225,63795.13,0.0532
380,2022-09-01,389.71,385.63,220.51,384.6,381.26,2.56,3.5,5.35,6.112,63795.13,0.0532
381,2022-10-01,388.46,386.28,221.41,381.97,380.42,3.08,3.6,6.1450000000000005,6.9,63795.13,0.0532
382,2022-11-01,386.18,386.26,221.18,378.87,379.25,3.78,3.6,6.1375,6.805,63795.13,0.0532
383,2022-12-01,383.91,386.47,220.5,376.83,378.8,4.1,3.5,5.668,6.364,63795.13,0.0532
384,2023-01-01,384.29,387.76,222.27,377.44,379.67,4.33,3.5,5.425,6.2725,66621.8,0.0443
385,2023-02-01,389.7,390.24,223.51,381.0,381.42,4.57,3.6,5.415,6.2575,66621.8,0.0443
386,2023-03-01,395.0,392.19,224.25,386.19,383.62,4.65,3.5,5.796,6.544,66621.8,0.0443
387,2023-04-01,400.91,394.42,225.38,391.91,386.56,4.83,3.4,5.6625,6.342499999999999,66621.8,0.0443
388,2023-05-01,406.29,397.48,225.95,397.3,390.06,5.06,3.6,5.8075,6.425,66621.8,0.0443
389,2023-06-01,409.14,399.91,226.68,401.18,393.38,5.08,3.6,6.087999999999999,6.714,66621.8,0.0443
390,2023-07-01,411.22,403.34,227.11,403.47,396.5,5.12,3.5,6.1775,6.84,66621.8,0.0443
391,2023-08-01,411.62,406.08,228.1,404.54,399.31,5.33,3.7,6.43,7.072,66621.8,0.0443
392,2023-09-01,412.44,408.16,228.67,404.66,401.29,5.33,3.7,6.5725,7.2,66621.8,0.0443
393,2023-10-01,412.06,409.84,228.58,404.06,402.46,5.33,3.9,6.905,7.62,66621.8,0.0443
394,2023-11-01,410.95,411.1,228.12,402.89,403.17,5.33,3.7,6.766,7.442,66621.8,0.0443
395,2023-12-01,409.75,412.49,227.89,402.12,403.97,5.33,3.8,6.1375,6.815,66621.8,0.0443
396,2024-01-01,409.09,412.84,229.14,403.57,405.64,5.33,3.7,5.87,6.6425,69846.57,0.0484
397,2024-02-01,416.84,417.32,230.55,407.81,407.89,5.33,3.9,6.102,6.776000000000001,69846.57,0.0484
398,2024-03-01,421.23,418.1,232.04,413.24,410.17,5.33,3.9,6.175,6.82,69846.57,0.0484
399,2024-04-01,427.05,419.94,232.95,417.98,412.14,5.33,3.9,6.2625,6.9925,69846.57,0.0484
400,2024-05-01,430.07,420.58,233.34,421.17,413.67,5.33,3.9,6.346,7.06,69846.57,0.0484
401,2024-06-01,431.28,421.41,233.41,422.74,414.89,5.33,4.1,6.1875,6.9175,69846.57,0.0484
402,2024-07-01,430.89,422.66,233.68,422.81,415.96,5.33,4.2,6.135,6.8475,69846.57,0.0484
403,2024-08-01,430.03,424.25,233.88,422.02,416.99,5.33,4.2,5.682,6.5,69846.57,0.0484
404,2024-09-01,431.49,426.98,234.25,421.25,418.03,5.13,4.1,5.2625,6.18,69846.57,0.0484
405,2024-10-01,431.35,429.08,234.52,420.56,418.99,4.83,4.1,5.598000000000001,6.428,69846.57,0.0484
406,2024-11-01,430.55,430.66,234.39,419.82,420.0,4.64,4.2,6.0275,6.805,69846.57,0.0484
407,2024-12-01,429.97,432.72,234.48,419.58,421.17,4.48,4.1,5.93,6.715,69846.57,0.0484
408,2025-01-01,430.52,434.45,236.01,420.57,422.29,4.33,4.0,6.164,6.958,,
409,2025-02-01,434.26,434.59,237.06,423.13,422.76,4.33,4.2,6.03,6.842499999999999,,
410,2025-03-01,438.33,434.92,237.59,426.61,423.06,4.33,4.2,5.8275,6.65,,
411,2025-04-01,441.32,433.81,238.33,429.62,423.46,4.33,4.2,5.9025,6.725,,
412,2025-05-01,443.75,433.89,238.83,431.08,423.56,4.33,4.3,5.954,6.816,,
413,2025-06-01,443.74,433.56,239.64,430.99,423.39,4.33,4.1,5.9525,6.8175,,
414,2025-07-01,441.86,433.45,240.01,429.7,423.23,4.33,4.3,5.86,6.720000000000001,,
415,2025-08-01,441.3,435.3,240.7,427.84,423.18,4.33,4.3,5.71,6.5875,,
416,2025-09-01,439.72,435.04,241.31,426.36,423.41,4.22,4.4,5.5,6.3525,,
417,2025-10-01,439.15,436.78,,425.34,423.85,4.09,,5.49,6.254,,
418,2025-11-01,439.72,439.72,240.8,424.27,424.32,3.88,4.5,5.51,6.2375,,
419,2025-12-01,437.71,440.36,240.75,423.3,424.54,3.72,4.4,5.478,6.1899999999999995,,
